Car Name,Year,Selling Price,Kilometer Driven,Fuel Type,Seller Type,Transminssion,Owner,KM Range,Car Age,Price per KM,Condition
Volkswagen Polo GT 1.0 TSI,2019,950000,24000,Petrol,Individual,Automatic,First Owner,0–25k,6,39.583333333333336,New
Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,75–100k,12,2.2,Old
Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,First Owner,75–100k,18,1.2222222222222223,Old
Tata Bolt Revotron XM,2015,375000,30000,Petrol,Individual,Manual,First Owner,25–50k,10,12.5,Old
Datsun GO Plus T Option,2017,350000,80000,Petrol,Individual,Manual,First Owner,75–100k,8,4.375,New
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,310000,92686,Diesel,Dealer,Manual,Second Owner,75–100k,13,3.344625941350366,Old
Tata Indica GLS BS IV,2010,90000,300000,Petrol,Individual,Manual,Third Owner,200k+,15,0.3,Old
Volkswagen Vento Petrol Highline,2011,350000,90000,Petrol,Individual,Manual,Second Owner,75–100k,14,3.888888888888889,Old
Hyundai Santro LS zipPlus,2003,100000,60000,Petrol,Individual,Manual,First Owner,50–75k,22,1.6666666666666667,Old
Mahindra XUV500 AT W6 2WD,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,25–50k,8,32.5,New
Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,75–100k,21,0.7777777777777778,Old
Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,75–100k,12,2.8125,Old
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,75–100k,23,1.45,Old
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,0–25k,7,46.5,New
Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,50–75k,6,10.784313725490197,New
Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,100–150k,17,0.7083333333333334,Old
Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,50–75k,11,5.090909090909091,Old
Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,0–25k,7,60.0,New
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,25–50k,14,3.75,Old
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,0–25k,8,60.0,New
Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,25–50k,20,2.4,Old
Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,75–100k,15,2.388888888888889,Old
Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,25–50k,12,14.285714285714286,Old
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,25–50k,7,22.142857142857142,New
Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,25–50k,24,8.306468931704451,Old
Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,50–75k,20,0.9285714285714286,Old
Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,75–100k,17,2.2222222222222223,Old
Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,25–50k,15,4.8,Old
Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,100–150k,13,7.357607306104055,Old
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,100–150k,15,3.3333333333333335,Old
Tata Sumo Gold EX BSIII,2016,500000,60000,Diesel,Individual,Manual,First Owner,50–75k,9,8.333333333333334,New
Mahindra Renault Logan 1.5 DLX Diesel,2007,150000,90000,Diesel,Individual,Manual,Third Owner,75–100k,18,1.6666666666666667,Old
Toyota Etios GD,2014,500000,140000,Diesel,Individual,Manual,Second Owner,100–150k,11,3.5714285714285716,Old
Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,75–100k,11,4.0,Old
Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,75–100k,12,3.3333333333333335,Old
Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,First Owner,25–50k,8,16.25,New
Maruti Alto 800 LXI,2018,285000,14000,Petrol,Individual,Manual,First Owner,0–25k,7,20.357142857142858,New
Tata Aria Pleasure 4x2,2012,360000,70000,Diesel,Individual,Manual,Second Owner,50–75k,13,5.142857142857143,Old
Honda Accord 2.4 MT,2009,450000,55000,Petrol,Individual,Manual,Second Owner,50–75k,16,8.181818181818182,Old
Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner,50–75k,14,2.9166666666666665,Old
Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner,50–75k,14,4.72972972972973,Old
Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000,Diesel,Dealer,Manual,First Owner,25–50k,5,11.777777777777779,New
Honda City i-DTEC ZX,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,25–50k,8,26.973684210526315,New
Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,0–25k,8,39.583333333333336,New
Honda WR-V i-VTEC VX,2017,725000,29976,Petrol,Dealer,Manual,First Owner,25–50k,8,24.186015479049907,New
Honda City i VTEC VX,2017,919999,41000,Petrol,Dealer,Manual,First Owner,25–50k,8,22.439,New
Honda Jazz 1.5 V i DTEC,2018,700000,15000,Diesel,Dealer,Manual,First Owner,0–25k,7,46.666666666666664,New
Honda Jazz 1.5 VX i DTEC,2017,725000,36000,Diesel,Dealer,Manual,First Owner,25–50k,8,20.13888888888889,New
Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,25–50k,8,27.409776153494747,New
Maruti Wagon R VXI BS IV,2015,365000,23600,Petrol,Dealer,Manual,First Owner,0–25k,10,15.466101694915254,Old
Honda City i DTEC SV,2014,665000,71318,Diesel,Dealer,Manual,First Owner,50–75k,11,9.32443422417903,Old
Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,First Owner,75–100k,22,0.6402212604676176,Old
Hyundai EON Era Plus,2014,225000,30000,Petrol,Individual,Manual,First Owner,25–50k,11,7.5,Old
Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,Second Owner,25–50k,13,5.111088888888889,Old
Hyundai Santro Xing GL,2008,145000,67000,Petrol,Individual,Manual,First Owner,50–75k,17,2.1641791044776117,Old
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,0–25k,7,42.50391662693277,New
Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,0–25k,10,20.0,Old
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054,Petrol,Dealer,Manual,First Owner,0–25k,8,41.54204054503157,New
Honda City i DTEC VX,2015,785000,40000,Diesel,Individual,Manual,First Owner,25–50k,10,19.625,Old
Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner,25–50k,14,7.5,Old
Hyundai Xcent 1.1 CRDi Base,2017,300000,80000,Diesel,Individual,Manual,First Owner,75–100k,8,3.75,New
Hyundai i20 Asta 1.4 CRDi,2016,680000,20000,Diesel,Individual,Manual,First Owner,0–25k,9,34.0,New
Mahindra TUV 300 T8,2016,700000,40000,Diesel,Individual,Manual,First Owner,25–50k,9,17.5,New
Tata Indigo CS eLS BS IV,2011,180000,120000,Diesel,Individual,Manual,First Owner,100–150k,14,1.5,Old
Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000,Diesel,Individual,Manual,Second Owner,100–150k,17,2.25,Old
Maruti Swift Dzire VXi,2010,370000,97000,Petrol,Individual,Manual,Second Owner,75–100k,15,3.814432989690722,Old
Mahindra Xylo H8 ABS with Airbags,2018,1100000,70000,Diesel,Individual,Manual,First Owner,50–75k,7,15.714285714285714,New
Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,Second Owner,100–150k,21,1.0,Old
Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000,Diesel,Individual,Manual,Second Owner,75–100k,12,4.886363636363637,Old
Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,First Owner,25–50k,11,14.320679060563453,Old
Hyundai Santro Xing GLS,2014,320000,54350,Petrol,Dealer,Manual,First Owner,50–75k,11,5.887764489420423,Old
Maruti Wagon R VXI BS IV,2015,390000,32260,Petrol,Dealer,Manual,First Owner,25–50k,10,12.089274643521389,Old
Renault Duster 85PS Diesel RxE,2014,550000,58231,Diesel,Dealer,Manual,First Owner,50–75k,11,9.445140904329309,Old
Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,First Owner,50–75k,13,6.1812957332353236,Old
Maruti Alto LXi BSIII,2010,190000,73350,Petrol,Dealer,Manual,First Owner,50–75k,15,2.590320381731425,Old
Renault Duster 110PS Diesel RxZ,2013,509999,88473,Diesel,Dealer,Manual,First Owner,75–100k,12,5.764459213545376,Old
Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner,75–100k,12,4.63979708620743,Old
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,5500000,77350,Diesel,Dealer,Automatic,First Owner,75–100k,9,71.10536522301229,New
Maruti Swift Dzire VDI,2015,550000,61187,Diesel,Dealer,Manual,First Owner,50–75k,10,8.988837498161374,Old
Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,First Owner,50–75k,16,5.852231163130944,Old
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150,Diesel,Dealer,Manual,First Owner,75–100k,10,7.208872458410351,Old
Hyundai Grand i10 1.2 Kappa Asta,2019,500000,30000,Petrol,Individual,Manual,First Owner,25–50k,6,16.666666666666668,New
Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,First Owner,25–50k,10,26.666666666666668,Old
Maruti Swift Vdi BSIII,2009,265000,120000,Diesel,Individual,Manual,Second Owner,100–150k,16,2.2083333333333335,Old
Ford Figo Diesel Titanium,2012,175000,180000,Diesel,Individual,Manual,First Owner,150–200k,13,0.9722222222222222,Old
Fiat Palio 1.2 Sport,2007,125000,50000,Petrol,Individual,Manual,Second Owner,25–50k,18,2.5,Old
Tata Manza Aqua Quadrajet BS IV,2010,165000,80000,Diesel,Individual,Manual,First Owner,75–100k,15,2.0625,Old
Mahindra Verito 1.5 D2 BSIII,2011,150000,280000,Diesel,Individual,Manual,First Owner,200k+,14,0.5357142857142857,Old
Hyundai Creta 1.6 CRDi SX Option,2015,1025000,90000,Diesel,Individual,Manual,Second Owner,75–100k,10,11.38888888888889,Old
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1030000,250000,Diesel,Individual,Manual,Second Owner,200k+,11,4.12,Old
Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,75–100k,13,4.222222222222222,Old
Maruti Swift Dzire LDi,2010,250000,110000,Diesel,Individual,Manual,Third Owner,100–150k,15,2.272727272727273,Old
Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,Second Owner,75–100k,25,1.0625,Old
Fiat Punto EVO 1.3 Dynamic,2016,500000,35000,Diesel,Individual,Manual,First Owner,25–50k,9,14.285714285714286,New
Hyundai EON Era Plus,2018,350000,15000,Petrol,Individual,Manual,First Owner,0–25k,7,23.333333333333332,New
Maruti Alto LXi BSIII,2010,190000,52000,Petrol,Individual,Manual,Second Owner,50–75k,15,3.6538461538461537,Old
Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000,Diesel,Individual,Manual,First Owner,100–150k,16,6.714285714285714,Old
Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,Second Owner,50–75k,12,7.916666666666667,Old
Maruti Alto 800 LXI,2018,300000,17000,Petrol,Individual,Manual,First Owner,0–25k,7,17.647058823529413,New
Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner,50–75k,9,3.5714285714285716,New
Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,75–100k,24,0.9587628865979382,Old
Ford Figo Diesel ZXI,2012,290000,125000,Diesel,Individual,Manual,Second Owner,100–150k,13,2.32,Old
Tata Indica GLS BS IV,2010,75000,300000,Petrol,Individual,Manual,Third Owner,200k+,15,0.25,Old
Mahindra XUV500 W8 2WD,2015,1000000,120000,Diesel,Individual,Manual,Second Owner,100–150k,10,8.333333333333334,Old
Hyundai i20 Asta 1.4 CRDi,2015,550000,87000,Diesel,Individual,Manual,First Owner,75–100k,10,6.32183908045977,Old
Fiat Punto 1.3 Emotion,2010,285000,75000,Diesel,Individual,Manual,Third Owner,50–75k,15,3.8,Old
Tata Indigo Grand Petrol,2014,240000,60000,Petrol,Individual,Manual,Second Owner,50–75k,11,4.0,Old
Hyundai Creta 1.6 VTVT S,2015,850000,25000,Petrol,Individual,Manual,First Owner,0–25k,10,34.0,Old
Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,25–50k,9,25.0,New
Maruti Celerio Green VXI,2017,365000,78000,CNG,Individual,Manual,First Owner,75–100k,8,4.67948717948718,New
Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,25–50k,9,25.0,New
Chevrolet Sail 1.2 Base,2015,260000,35000,Petrol,Individual,Manual,First Owner,25–50k,10,7.428571428571429,Old
Tata Indigo Grand Petrol,2014,250000,100000,Petrol,Individual,Manual,First Owner,75–100k,11,2.5,Old
Tata New Safari 4X2,2007,550000,80000,Petrol,Individual,Manual,Second Owner,75–100k,18,6.875,Old
Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,75–100k,21,0.7777777777777778,Old
Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,75–100k,12,2.8125,Old
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,75–100k,23,1.45,Old
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,0–25k,7,46.5,New
Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,50–75k,6,10.784313725490197,New
Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,100–150k,17,0.7083333333333334,Old
Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,50–75k,11,5.090909090909091,Old
Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,0–25k,7,60.0,New
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,25–50k,14,3.75,Old
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,0–25k,8,60.0,New
Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,25–50k,20,2.4,Old
Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,75–100k,15,2.388888888888889,Old
Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,25–50k,12,14.285714285714286,Old
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,25–50k,7,22.142857142857142,New
Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,25–50k,24,8.306468931704451,Old
Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,50–75k,20,0.9285714285714286,Old
Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,75–100k,17,2.2222222222222223,Old
Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,25–50k,15,4.8,Old
Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,100–150k,13,7.357607306104055,Old
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,100–150k,15,3.3333333333333335,Old
Maruti Wagon R VXI BSIII,2012,229999,40000,Petrol,Individual,Manual,Second Owner,25–50k,13,5.749975,Old
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000,Diesel,Individual,Manual,First Owner,100–150k,11,4.833333333333333,Old
Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,75–100k,20,1.75,Old
Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,100–150k,13,2.272727272727273,Old
Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,75–100k,11,4.0,Old
Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,75–100k,12,3.3333333333333335,Old
Mahindra TUV 300 mHAWK100 T8,2017,800000,60000,Diesel,Individual,Manual,First Owner,50–75k,8,13.333333333333334,New
Hyundai Verna SX AT Diesel,2009,245000,75000,Diesel,Dealer,Automatic,First Owner,50–75k,16,3.2666666666666666,Old
Hyundai EON Magna Plus,2018,300000,20000,Petrol,Individual,Manual,First Owner,0–25k,7,15.0,New
Hyundai Xcent 1.2 CRDi E,2017,350000,80000,Diesel,Individual,Manual,First Owner,75–100k,8,4.375,New
Maruti Zen LX - BS III,2006,70000,105700,Petrol,Individual,Manual,First Owner,100–150k,19,0.6622516556291391,Old
Maruti Celerio VXI Optional,2017,430999,14000,Petrol,Dealer,Manual,First Owner,0–25k,8,30.785642857142857,New
Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner,50–75k,15,1.1428571428571428,Old
Maruti Alto 800 LXI Optional,2019,335000,28000,Petrol,Dealer,Manual,First Owner,25–50k,6,11.964285714285714,New
Maruti Eeco 7 Seater Standard BSIV,2017,350000,51000,Petrol,Dealer,Manual,First Owner,50–75k,8,6.862745098039215,New
Maruti Alto 800 LXI Opt BSIV,2018,315000,56000,Petrol,Dealer,Manual,First Owner,50–75k,7,5.625,New
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000,Diesel,Individual,Automatic,First Owner,25–50k,6,31.428571428571427,New
Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner,0–25k,20,3.3333333333333335,Old
Maruti Alto K10 VXI Optional,2014,285000,64000,Petrol,Dealer,Manual,Second Owner,50–75k,11,4.453125,Old
Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner,100–150k,16,0.8333333333333334,Old
Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner,25–50k,14,6.066161602545092,Old
Volvo XC 90 D5 Inscription BSIV,2017,4500000,80000,Diesel,Individual,Automatic,First Owner,75–100k,8,56.25,New
Maruti Alto K10 VXI,2018,320000,38900,Petrol,Individual,Manual,Third Owner,25–50k,7,8.226221079691516,New
Hyundai Creta 1.6 CRDi SX Plus,2016,1249000,60000,Diesel,Individual,Manual,Third Owner,50–75k,9,20.816666666666666,New
Maruti Wagon R LXI Minor,2008,120000,110000,Petrol,Individual,Manual,Third Owner,100–150k,17,1.0909090909090908,Old
Volkswagen Vento Diesel Trendline,2011,200000,100000,Diesel,Individual,Manual,Second Owner,75–100k,14,2.0,Old
Hyundai Creta 1.6 CRDi SX,2016,1151000,85000,Diesel,Individual,Manual,First Owner,75–100k,9,13.541176470588235,New
Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner,100–150k,13,0.8571428571428571,Old
Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner,0–25k,8,11.0,New
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,750000,15000,Petrol,Individual,Manual,First Owner,0–25k,8,50.0,New
Mahindra TUV 300 T10 Dual Tone,2018,784000,40000,Diesel,Individual,Manual,First Owner,25–50k,7,19.6,New
Honda Jazz 1.2 S i VTEC,2017,500000,50000,Petrol,Individual,Manual,First Owner,25–50k,8,10.0,New
Hyundai EON Era Plus,2018,350000,20000,Petrol,Individual,Manual,First Owner,0–25k,7,17.5,New
Mahindra XUV500 W7 AT BSIV,2018,1400000,50000,Diesel,Individual,Automatic,First Owner,25–50k,7,28.0,New
Mahindra Thar CRDe AC,2014,600000,100000,Diesel,Individual,Manual,Second Owner,75–100k,11,6.0,Old
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,525000,9400,Petrol,Individual,Manual,First Owner,0–25k,6,55.851063829787236,New
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,930000,12000,Diesel,Individual,Manual,First Owner,0–25k,8,77.5,New
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,440000,14100,CNG,Dealer,Manual,First Owner,0–25k,8,31.20567375886525,New
Maruti Celerio ZXI,2016,434999,21000,Petrol,Dealer,Manual,First Owner,0–25k,9,20.714238095238095,New
Hyundai i10 Magna,2011,250000,28000,Petrol,Dealer,Manual,First Owner,25–50k,14,8.928571428571429,Old
Maruti Ertiga SHVS ZDI Plus,2017,940000,35000,Diesel,Dealer,Manual,First Owner,25–50k,8,26.857142857142858,New
Hyundai Verna 1.6 CRDi AT SX,2017,1050000,31000,Diesel,Dealer,Automatic,First Owner,25–50k,8,33.87096774193548,New
Maruti Ertiga SHVS ZDI,2016,825000,58000,Diesel,Dealer,Manual,First Owner,50–75k,9,14.224137931034482,New
Maruti Wagon R VXI Minor,2012,229999,25000,Petrol,Individual,Manual,First Owner,0–25k,13,9.19996,Old
Hyundai i20 1.2 Asta,2011,375000,72000,Petrol,Dealer,Manual,First Owner,50–75k,14,5.208333333333333,Old
Maruti Ertiga ZDI,2013,640000,89000,Diesel,Dealer,Manual,First Owner,75–100k,12,7.191011235955056,Old
Toyota Innova 2.5 V Diesel 8-seater,2012,800000,160000,Diesel,Dealer,Manual,First Owner,150–200k,13,5.0,Old
Ford Figo Petrol ZXI,2012,130000,30000,Petrol,Individual,Manual,Third Owner,25–50k,13,4.333333333333333,Old
Hyundai i10 Sportz 1.1L,2014,300000,37555,Petrol,Dealer,Manual,First Owner,25–50k,11,7.988283850352816,Old
Maruti Wagon R VXI BS IV,2018,440000,14000,Petrol,Dealer,Manual,First Owner,0–25k,7,31.428571428571427,New
